MFonMB,Subj,Choice
-4.6351,106,1
2.3649,106,1
3.3649,106,0
2.3649,106,0
-1.6351,106,0
1.3649,106,1
3.3649,106,0
5.3649,106,1
1.3649,106,0
2.3649,106,1
-3.6351,106,1
-3.6351,106,1
0.36485,106,1
3.3649,107,0
-1.6351,107,1
1.3649,107,1
4.3649,107,1
2.3649,107,1
-2.6351,107,1
-0.63515,107,0
-3.6351,107,0
-3.6351,107,1
0.36485,107,1
5.3649,107,0
-0.63515,107,1
-3.6351,107,1
-3.6351,109,0
4.3649,109,0
-0.63515,109,1
-0.63515,109,0
4.3649,109,1
-2.6351,109,1
0.36485,109,1
0.36485,109,0
1.3649,109,0
-0.63515,109,1
2.3649,109,0
3.3649,109,1
-4.6351,109,1
0.36485,110,0
-4.6351,110,0
3.3649,110,0
-2.6351,110,0
-4.6351,110,0
4.3649,110,0
-1.6351,110,0
-0.63515,110,1
-0.63515,110,1
-0.63515,110,0
-2.6351,110,0
3.3649,110,0
-4.6351,110,1
-0.63515,111,0
2.3649,111,0
2.3649,111,1
-0.63515,111,1
1.3649,111,1
4.3649,111,1
2.3649,111,1
1.3649,111,0
1.3649,111,0
2.3649,111,1
-0.63515,111,1
1.3649,111,0
-4.6351,111,0
2.3649,112,0
-0.63515,112,1
4.3649,112,1
-3.6351,112,1
0.36485,112,1
3.3649,112,1
-0.63515,112,1
4.3649,112,0
0.36485,112,0
-2.6351,112,0
-0.63515,112,0
2.3649,112,0
3.3649,112,0
2.3649,113,1
-3.6351,113,0
-0.63515,113,0
-2.6351,113,1
-4.6351,113,1
-3.6351,113,0
3.3649,113,0
-1.6351,113,0
-1.6351,113,1
0.36485,113,0
-0.63515,113,1
4.3649,113,1
3.3649,113,0
-1.6351,114,1
5.3649,114,1
-3.6351,114,1
-3.6351,114,0
-2.6351,114,0
-1.6351,114,0
-1.6351,114,1
-3.6351,114,0
-0.63515,114,1
1.3649,114,1
2.3649,114,1
1.3649,114,1
1.3649,114,0
1.3649,116,0
0.36485,116,1
4.3649,116,0
3.3649,116,1
3.3649,116,1
0.36485,116,1
1.3649,116,1
2.3649,116,1
1.3649,116,0
2.3649,116,1
4.3649,116,1
-2.6351,116,1
4.3649,116,1
5.3649,116,1
3.3649,118,0
-1.6351,118,1
-2.6351,118,0
3.3649,118,0
4.3649,118,0
3.3649,118,1
2.3649,118,0
-0.63515,118,0
-0.63515,118,0
-3.6351,118,0
-4.6351,118,0
-3.6351,118,1
0.36485,118,1
1.3649,119,0
-0.63515,119,1
3.3649,119,1
-2.6351,119,0
0.36485,119,0
1.3649,119,1
4.3649,119,1
1.3649,119,0
0.36485,119,0
2.3649,119,0
4.3649,119,0
-3.6351,120,1
1.3649,120,1
-3.6351,120,1
-3.6351,120,1
-4.6351,120,1
-4.6351,120,1
-2.6351,120,1
3.3649,120,1
5.3649,120,0
-0.63515,120,0
-4.6351,120,0
-0.63515,120,1
-1.6351,120,1
4.3649,121,0
-1.6351,121,0
0.36485,121,0
-3.6351,121,1
-4.6351,121,1
3.3649,121,1
3.3649,121,1
-2.6351,121,0
-1.6351,121,0
-3.6351,121,0
4.3649,121,1
1.3649,121,0
-4.6351,121,0
-2.6351,122,0
4.3649,122,0
1.3649,122,0
-1.6351,122,1
5.3649,122,1
1.3649,122,0
2.3649,122,1
-0.63515,122,1
-1.6351,122,0
-2.6351,122,0
-3.6351,122,1
4.3649,122,0
-0.63515,122,0
4.3649,123,1
3.3649,123,0
0.36485,123,1
-3.6351,123,1
1.3649,123,1
1.3649,123,1
3.3649,123,1
2.3649,123,1
-1.6351,123,1
0.36485,123,1
-2.6351,123,0
-2.6351,123,0
5.3649,123,1
-2.6351,124,1
-1.6351,124,0
-1.6351,124,0
4.3649,124,0
3.3649,124,0
4.3649,124,0
2.3649,124,0
2.3649,124,0
0.36485,124,1
-2.6351,124,1
-0.63515,124,1
-1.6351,124,0
-2.6351,124,0
-0.63515,124,1
1.3649,125,1
0.36485,125,1
-1.6351,125,1
-1.6351,125,1
-3.6351,125,0
0.36485,125,1
2.3649,125,0
3.3649,125,0
4.3649,125,1
-0.63515,125,1
-0.63515,125,0
-1.6351,125,0
-2.6351,125,1
-0.63515,126,0
-3.6351,126,0
4.3649,126,1
4.3649,126,1
-2.6351,126,1
-3.6351,126,1
-0.63515,126,1
2.3649,126,1
-0.63515,126,1
-3.6351,126,1
-1.6351,126,1
-2.6351,126,1
5.3649,126,1
-3.6351,127,1
3.3649,127,0
1.3649,127,1
2.3649,127,1
3.3649,127,0
2.3649,127,1
1.3649,127,1
2.3649,127,1
4.3649,127,0
-3.6351,127,1
-0.63515,127,1
1.3649,127,1
-2.6351,127,1
-2.6351,128,1
1.3649,128,0
4.3649,128,1
-4.6351,128,1
-0.63515,128,0
-2.6351,128,0
1.3649,128,0
0.36485,128,0
-3.6351,128,0
2.3649,128,1
1.3649,128,1
4.3649,128,1
1.3649,128,1
-2.6351,129,1
-1.6351,129,0
1.3649,129,1
1.3649,129,0
3.3649,129,1
-4.6351,129,1
4.3649,129,0
1.3649,129,1
1.3649,129,0
0.36485,129,0
-1.6351,129,0
0.36485,129,1
0.36485,129,1
-3.6351,129,0
-0.63515,130,1
0.36485,130,1
-3.6351,130,1
-4.6351,130,0
-0.63515,130,0
4.3649,130,0
0.36485,130,1
-2.6351,130,1
1.3649,130,1
3.3649,130,1
2.3649,130,1
-4.6351,130,0
3.3649,130,1
-3.6351,131,0
-0.63515,131,0
3.3649,131,0
5.3649,131,1
5.3649,131,1
-2.6351,131,1
5.3649,131,1
4.3649,131,1
3.3649,131,1
-0.63515,131,0
-0.63515,131,1
4.3649,131,1
5.3649,131,0
0.36485,132,0
1.3649,132,0
-4.6351,132,1
-2.6351,132,1
-0.63515,132,0
4.3649,132,1
1.3649,132,0
1.3649,132,0
-3.6351,132,0
-2.6351,132,0
-0.63515,132,1
2.3649,132,1
-1.6351,132,0
-3.6351,133,0
5.3649,133,0
-0.63515,133,0
0.36485,133,0
-0.63515,133,1
-2.6351,133,0
3.3649,133,0
4.3649,133,0
-4.6351,133,0
-2.6351,133,0
4.3649,133,0
-2.6351,133,1
1.3649,133,0
-4.6351,133,0
-0.63515,134,1
4.3649,134,0
-1.6351,134,0
0.36485,134,1
2.3649,134,0
-0.63515,134,1
0.36485,134,0
-2.6351,134,1
-4.6351,134,0
0.36485,134,1
-0.63515,134,1
-3.6351,134,0
-1.6351,134,0
-0.63515,134,0
-3.6351,135,1
0.36485,135,0
-3.6351,135,1
-0.63515,135,0
5.3649,135,1
-3.6351,135,1
-3.6351,135,1
5.3649,135,1
0.36485,135,1
1.3649,135,1
5.3649,135,1
-1.6351,135,1
1.3649,135,1
-2.6351,136,0
-3.6351,136,1
2.3649,136,1
3.3649,136,1
1.3649,136,0
0.36485,136,0
4.3649,136,1
-1.6351,136,1
-3.6351,136,1
-4.6351,136,0
0.36485,136,0
3.3649,136,1
-3.6351,136,0
1.3649,137,0
3.3649,137,0
0.36485,137,1
-1.6351,137,0
-0.63515,137,0
-2.6351,137,1
3.3649,137,1
-1.6351,137,0
-0.63515,137,1
4.3649,137,0
2.3649,137,0
1.3649,137,0
-0.63515,137,0
-0.63515,137,0
-2.6351,138,0
2.3649,138,1
2.3649,138,1
-4.6351,138,1
-3.6351,138,0
-2.6351,138,0
4.3649,138,1
2.3649,139,1
3.3649,139,1
-1.6351,139,0
0.36485,139,1
-1.6351,139,1
-3.6351,139,1
2.3649,139,1
0.36485,139,0
-1.6351,139,0
-2.6351,139,1
3.3649,139,0
-1.6351,139,1
1.3649,139,1
-2.6351,140,0
0.36485,140,0
-1.6351,140,0
5.3649,140,0
2.3649,140,1
0.36485,140,1
-2.6351,140,0
0.36485,140,1
0.36485,140,0
1.3649,140,1
-3.6351,140,1
-0.63515,140,1
-1.6351,140,1
-0.63515,142,0
4.3649,142,1
5.3649,142,1
-1.6351,142,0
-2.6351,142,0
0.36485,142,0
1.3649,142,1
3.3649,142,1
-2.6351,142,1
-0.63515,142,0
-3.6351,142,0
0.36485,142,0
-2.6351,142,1
0.36485,143,0
3.3649,143,1
0.36485,143,0
3.3649,143,1
1.3649,143,1
3.3649,143,1
-1.6351,143,0
-2.6351,143,0
3.3649,143,0
-3.6351,143,0
-2.6351,143,0
5.3649,143,1
-1.6351,143,0
-0.63515,144,0
-0.63515,144,0
4.3649,144,1
-3.6351,144,1
2.3649,144,1
1.3649,144,1
-0.63515,144,1
-2.6351,144,0
-4.6351,144,1
-2.6351,144,1
-1.6351,144,1
2.3649,144,1
-0.63515,144,0
-2.6351,145,1
-2.6351,145,1
2.3649,145,0
-2.6351,145,0
-0.63515,145,0
0.36485,145,0
-4.6351,145,1
-1.6351,145,1
2.3649,145,1
-0.63515,145,0
-0.63515,145,1
-2.6351,145,0
-3.6351,145,1
2.3649,146,0
-0.63515,146,0
-1.6351,146,0
3.3649,146,1
4.3649,146,1
0.36485,146,0
0.36485,146,1
-2.6351,146,0
-4.6351,146,0
-3.6351,146,0
4.3649,146,1
-2.6351,146,0
-3.6351,146,0
-4.6351,146,0
-3.6351,147,1
3.3649,147,1
0.36485,147,1
-4.6351,147,0
-3.6351,147,0
-0.63515,147,0
1.3649,147,0
-3.6351,147,1
-3.6351,147,0
0.36485,147,0
-2.6351,147,0
5.3649,147,0
4.3649,147,0
-4.6351,148,1
3.3649,148,1
-2.6351,148,0
-1.6351,148,1
-3.6351,148,0
-1.6351,148,1
-2.6351,148,0
0.36485,148,0
1.3649,148,1
2.3649,148,1
-2.6351,148,1
2.3649,148,1
-0.63515,148,1
3.3649,148,1
-2.6351,149,1
0.36485,149,1
-3.6351,149,1
1.3649,149,1
0.36485,149,1
0.36485,149,0
3.3649,149,0
2.3649,149,0
1.3649,149,0
-0.63515,149,0
-0.63515,149,1
-1.6351,149,1
4.3649,149,0
-2.6351,150,1
-1.6351,150,1
-2.6351,150,1
-0.63515,150,0
-4.6351,150,0
4.3649,150,0
5.3649,150,1
-2.6351,150,0
2.3649,150,1
3.3649,150,1
5.3649,150,0
0.36485,150,0
-0.63515,150,0
-2.6351,151,0
3.3649,151,1
5.3649,151,1
4.3649,151,1
5.3649,151,1
1.3649,153,0
-1.6351,153,1
4.3649,153,0
-2.6351,153,1
-4.6351,153,1
3.3649,153,1
-3.6351,153,0
1.3649,153,0
0.36485,153,1
-3.6351,153,1
0.36485,153,1
-3.6351,153,1
-2.6351,153,1
1.3649,153,1
-2.6351,155,0
-3.6351,155,0
-0.63515,155,0
1.3649,155,1
1.3649,155,1
-1.6351,155,1
3.3649,155,1
3.3649,155,0
-4.6351,155,0
1.3649,155,1
-3.6351,155,0
0.36485,155,0
1.3649,155,0
-2.6351,156,1
4.3649,156,1
-0.63515,156,1
1.3649,156,1
-4.6351,156,1
-1.6351,156,1
3.3649,156,1
1.3649,156,1
1.3649,156,1
0.36485,156,1
0.36485,156,0
-2.6351,156,1
-4.6351,156,1
-1.6351,157,1
4.3649,157,0
-0.63515,157,0
2.3649,157,1
-2.6351,157,1
-1.6351,157,1
0.36485,157,1
-0.63515,157,0
4.3649,157,0
4.3649,157,1
3.3649,157,0
-1.6351,157,1
0.36485,157,1
-2.6351,158,1
-4.6351,158,0
-4.6351,158,0
4.3649,158,0
4.3649,158,0
3.3649,158,0
0.36485,158,0
3.3649,158,1
0.36485,158,0
0.36485,158,0
3.3649,158,0
-4.6351,158,0
3.3649,158,1
-1.6351,159,0
-2.6351,159,0
3.3649,159,0
1.3649,159,1
0.36485,159,0
1.3649,159,0
-4.6351,159,0
-0.63515,159,0
-2.6351,159,0
4.3649,159,0
4.3649,159,1
-1.6351,159,1
2.3649,159,0
-3.6351,159,1
-0.63515,160,1
-2.6351,160,0
5.3649,160,1
-3.6351,160,1
0.36485,160,1
-4.6351,160,0
0.36485,160,1
4.3649,160,1
-1.6351,160,1
-3.6351,160,1
0.36485,160,1
-1.6351,160,0
-3.6351,160,0
-0.63515,161,1
4.3649,161,1
-3.6351,161,1
2.3649,161,1
1.3649,161,0
2.3649,161,1
-4.6351,161,1
-1.6351,161,1
-4.6351,161,0
2.3649,161,0
5.3649,161,1
2.3649,161,1
-3.6351,161,0
0.36485,162,0
-1.6351,162,1
-1.6351,162,1
-0.63515,162,1
1.3649,162,1
-2.6351,162,0
0.36485,162,1
0.36485,162,1
-2.6351,162,1
3.3649,162,1
3.3649,162,1
3.3649,162,0
-3.6351,162,1
1.3649,163,0
3.3649,163,1
3.3649,163,1
0.36485,163,1
0.36485,163,1
0.36485,163,1
-3.6351,163,1
5.3649,163,1
3.3649,163,1
0.36485,163,1
-2.6351,163,1
0.36485,163,1
-4.6351,163,1
4.3649,163,1
5.3649,164,1
0.36485,164,1
-4.6351,164,1
0.36485,164,1
-3.6351,164,1
-3.6351,164,1
-3.6351,164,1
-1.6351,164,1
-4.6351,164,1
0.36485,164,1
-4.6351,164,1
0.36485,164,1
0.36485,164,1
4.3649,165,0
3.3649,165,1
3.3649,165,1
-2.6351,165,1
-3.6351,165,1
0.36485,165,1
2.3649,165,0
4.3649,165,1
3.3649,165,1
0.36485,165,1
1.3649,165,0
-1.6351,165,1
-3.6351,165,1
-2.6351,166,0
-2.6351,166,1
-2.6351,166,1
-2.6351,166,1
-0.63515,166,1
-4.6351,166,0
0.36485,166,0
0.36485,166,0
0.36485,166,1
1.3649,166,1
4.3649,166,1
-1.6351,166,1
1.3649,166,1
4.3649,167,1
-4.6351,167,1
0.36485,167,1
-3.6351,167,0
-3.6351,167,1
1.3649,167,1
-2.6351,167,1
-3.6351,167,0
-2.6351,167,0
-0.63515,167,1
0.36485,167,1
-3.6351,167,0
-2.6351,167,0
0.36485,168,0
2.3649,168,0
-3.6351,168,0
-4.6351,168,0
-0.63515,168,1
-2.6351,168,1
3.3649,168,0
4.3649,168,1
-3.6351,168,0
-1.6351,168,0
-2.6351,168,0
-3.6351,168,1
-3.6351,168,1
-0.63515,169,0
-3.6351,169,1
-1.6351,169,0
2.3649,169,0
3.3649,169,0
1.3649,169,1
-3.6351,169,1
4.3649,169,1
2.3649,169,0
-0.63515,169,1
1.3649,169,1
0.36485,169,1
-3.6351,169,0
5.3649,170,1
-2.6351,170,0
2.3649,170,0
-3.6351,170,0
2.3649,170,0
1.3649,170,1
3.3649,170,0
4.3649,170,0
3.3649,170,0
4.3649,170,1
-3.6351,170,1
-3.6351,170,0
-2.6351,170,0
5.3649,170,1
-3.6351,171,1
0.36485,171,0
-3.6351,171,1
-3.6351,171,0
0.36485,171,0
-3.6351,171,0
2.3649,171,1
-2.6351,171,0
-1.6351,171,1
5.3649,171,0
0.36485,171,0
-0.63515,171,1
5.3649,171,1
0.36485,172,1
0.36485,172,0
-3.6351,172,1
1.3649,172,0
5.3649,172,0
-1.6351,172,0
-0.63515,172,0
2.3649,172,0
-0.63515,172,0
0.36485,172,1
5.3649,172,1
0.36485,172,0
4.3649,172,0
-0.63515,173,0
-1.6351,173,1
-0.63515,173,1
-2.6351,173,1
-3.6351,173,1
-2.6351,173,1
-0.63515,173,1
-4.6351,173,0
3.3649,173,1
5.3649,173,1
5.3649,173,1
1.3649,173,1
2.3649,173,1
2.3649,174,1
3.3649,174,1
5.3649,174,0
-0.63515,174,1
0.36485,174,0
-2.6351,174,0
1.3649,174,1
-4.6351,174,0
-2.6351,174,1
-2.6351,174,0
3.3649,174,0
-3.6351,174,0
1.3649,174,0
0.36485,175,0
-2.6351,175,0
-0.63515,175,1
-4.6351,175,0
1.3649,175,0
3.3649,175,1
0.36485,175,0
2.3649,175,0
-3.6351,175,0
-3.6351,175,0
-3.6351,175,0
-2.6351,175,0
4.3649,175,0
3.3649,176,0
-1.6351,176,0
0.36485,176,0
1.3649,176,0
5.3649,176,1
4.3649,176,0
-2.6351,176,0
-4.6351,176,0
-3.6351,176,0
-3.6351,176,0
1.3649,176,1
-2.6351,176,0
-3.6351,176,1
-3.6351,177,0
-3.6351,177,0
4.3649,177,1
2.3649,177,1
-1.6351,177,1
2.3649,177,1
-4.6351,177,0
1.3649,177,1
-0.63515,177,0
-1.6351,177,0
-1.6351,177,0
-2.6351,177,1
-3.6351,177,1
-2.6351,178,1
2.3649,178,0
1.3649,178,1
2.3649,178,1
4.3649,179,0
3.3649,179,0
3.3649,179,0
3.3649,179,0
0.36485,179,0
-2.6351,179,0
-3.6351,179,0
-3.6351,179,1
2.3649,179,0
0.36485,179,0
2.3649,179,0
3.3649,179,0
0.36485,180,1
-3.6351,180,0
-2.6351,180,0
-1.6351,180,1
2.3649,180,0
-4.6351,180,0
2.3649,180,1
-2.6351,180,0
1.3649,180,1
-4.6351,180,0
2.3649,180,0
3.3649,180,1
-1.6351,180,0
3.3649,182,0
4.3649,182,0
4.3649,182,1
-3.6351,182,1
4.3649,182,0
3.3649,182,1
3.3649,182,0
-4.6351,182,1
-4.6351,182,1
4.3649,182,1
0.36485,182,0
0.36485,182,1
-2.6351,182,0
-3.6351,184,1
1.3649,184,1
1.3649,184,0
1.3649,184,0
3.3649,184,0
2.3649,184,1
1.3649,184,0
2.3649,184,1
-2.6351,184,0
5.3649,184,1
3.3649,184,0
0.36485,184,1
-3.6351,184,0
-3.6351,185,1
-2.6351,185,1
-3.6351,185,1
-3.6351,185,1
-2.6351,185,0
-1.6351,185,1
-3.6351,185,0
-1.6351,185,1
2.3649,185,1
-0.63515,185,1
2.3649,185,1
-0.63515,185,0
1.3649,185,1
-3.6351,186,0
3.3649,186,0
-1.6351,186,1
-1.6351,186,0
-2.6351,186,0
-4.6351,186,0
-1.6351,186,0
-2.6351,186,0
1.3649,186,0
4.3649,186,0
0.36485,186,0
5.3649,186,1
1.3649,186,0
-3.6351,187,0
-3.6351,187,1
2.3649,187,0
-3.6351,187,1
4.3649,187,0
-1.6351,187,1
-2.6351,187,1
-4.6351,187,1
-0.63515,187,0
-0.63515,187,0
-0.63515,187,1
4.3649,187,1
5.3649,187,0
-2.6351,188,1
-1.6351,188,0
0.36485,188,1
0.36485,188,0
0.36485,188,0
2.3649,188,1
1.3649,188,1
2.3649,188,0
-0.63515,188,0
-4.6351,188,1
1.3649,188,1
-4.6351,188,0
3.3649,188,1
0.36485,189,0
3.3649,189,0
2.3649,189,1
-1.6351,189,0
-4.6351,189,0
-4.6351,189,1
-3.6351,189,0
5.3649,189,1
3.3649,189,0
-2.6351,189,0
-1.6351,189,0
-2.6351,189,0
0.36485,189,1
-2.6351,190,1
-4.6351,190,0
-2.6351,190,0
-4.6351,190,0
-2.6351,190,1
2.3649,190,1
3.3649,190,1
4.3649,190,0
-3.6351,190,0
-2.6351,190,1
-0.63515,190,1
-0.63515,190,1
-0.63515,190,1
-3.6351,191,1
-2.6351,191,1
-4.6351,191,0
-1.6351,191,0
0.36485,191,0
-1.6351,191,1
-4.6351,191,0
1.3649,191,0
4.3649,191,1
-0.63515,191,1
-3.6351,191,1
-0.63515,191,1
-0.63515,191,1
-3.6351,192,1
-4.6351,192,0
0.36485,192,0
3.3649,192,0
-3.6351,192,1
2.3649,192,0
-1.6351,192,0
5.3649,192,0
-3.6351,192,1
4.3649,192,0
-2.6351,192,0
3.3649,192,0
3.3649,192,1
3.3649,193,1
-1.6351,193,0
1.3649,193,1
-3.6351,193,0
-1.6351,193,0
2.3649,193,1
1.3649,193,1
3.3649,193,1
2.3649,193,1
1.3649,193,1
-1.6351,193,1
0.36485,193,1
-0.63515,193,0
1.3649,194,1
-4.6351,194,1
-3.6351,194,1
5.3649,194,0
-2.6351,194,1
-0.63515,194,0
-0.63515,194,0
-3.6351,194,0
3.3649,194,0
-2.6351,194,0
1.3649,194,1
-3.6351,194,1
4.3649,194,1
-3.6351,194,1
-3.6351,195,0
2.3649,195,0
1.3649,195,0
2.3649,195,0
-1.6351,195,0
-2.6351,195,0
2.3649,195,1
3.3649,195,0
3.3649,195,1
3.3649,195,1
1.3649,195,1
0.36485,195,0
2.3649,195,1
5.3649,196,1
3.3649,196,1
-1.6351,196,0
3.3649,196,0
-0.63515,196,1
5.3649,196,0
2.3649,196,0
1.3649,196,0
3.3649,196,0
-1.6351,196,1
3.3649,196,0
-0.63515,196,1
-2.6351,196,1
0.36485,197,1
1.3649,197,1
-3.6351,197,1
-1.6351,197,1
3.3649,197,0
4.3649,197,0
4.3649,197,0
4.3649,197,0
2.3649,197,0
3.3649,197,0
-1.6351,197,1
-4.6351,197,0
-0.63515,197,1
-3.6351,198,1
-3.6351,198,0
-4.6351,198,0
2.3649,198,0
-2.6351,198,1
4.3649,198,1
-1.6351,198,1
-3.6351,198,1
2.3649,198,1
4.3649,198,0
2.3649,198,1
-0.63515,198,1
-0.63515,198,1
1.3649,199,0
4.3649,199,1
-3.6351,199,1
1.3649,199,1
1.3649,199,1
0.36485,199,0
5.3649,199,0
0.36485,199,0
2.3649,199,0
4.3649,199,0
3.3649,199,0
2.3649,199,1
-1.6351,199,1
-0.63515,200,1
2.3649,200,1
0.36485,200,1
0.36485,200,1
-4.6351,200,0
-3.6351,200,0
2.3649,200,1
3.3649,200,1
-1.6351,200,0
-3.6351,200,0
-0.63515,200,1
-0.63515,200,1
-1.6351,200,1
-3.6351,201,0
1.3649,201,0
3.3649,201,0
-2.6351,201,0
-3.6351,201,0
-0.63515,201,0
-2.6351,201,0
-2.6351,201,0
-2.6351,201,0
0.36485,201,0
-1.6351,201,0
1.3649,201,0
2.3649,201,0
4.3649,202,1
-0.63515,202,0
-1.6351,202,0
-0.63515,202,0
-4.6351,202,1
5.3649,202,0
1.3649,202,1
-1.6351,202,1
2.3649,202,1
1.3649,202,1
0.36485,202,1
5.3649,202,0
1.3649,202,1
3.3649,203,1
-0.63515,203,1
1.3649,203,1
5.3649,203,1
2.3649,203,1
-1.6351,203,1
4.3649,203,1
0.36485,203,0
0.36485,203,0
-0.63515,203,0
-3.6351,203,1
4.3649,203,0
2.3649,203,1
3.3649,204,1
-0.63515,204,0
0.36485,205,0
3.3649,205,1
3.3649,205,0
4.3649,205,0
4.3649,205,0
-3.6351,205,1
1.3649,205,0
5.3649,205,0
-2.6351,205,0
1.3649,205,1
-4.6351,205,1
2.3649,205,0
0.36485,205,0
3.3649,206,1
1.3649,206,0
5.3649,206,1
3.3649,206,0
4.3649,206,1
-3.6351,206,1
4.3649,206,0
1.3649,206,0
0.36485,206,1
2.3649,206,0
-1.6351,206,0
5.3649,206,1
2.3649,206,1
-3.6351,206,1
-3.6351,207,0
-4.6351,207,1
2.3649,207,0
3.3649,207,1
-3.6351,207,1
0.36485,207,1
-0.63515,207,1
-0.63515,207,0
-1.6351,207,1
2.3649,207,0
0.36485,207,0
-1.6351,207,0
-3.6351,207,0
3.3649,208,1
-0.63515,208,1
-2.6351,208,0
-0.63515,208,1
-4.6351,208,1
3.3649,208,1
-4.6351,208,0
-0.63515,208,0
-3.6351,208,0
-2.6351,208,0
-0.63515,208,1
0.36485,208,1
-1.6351,208,0
-2.6351,208,1
-4.6351,209,1
-2.6351,209,0
5.3649,209,0
-2.6351,209,1
-2.6351,209,0
2.3649,209,0
-3.6351,209,0
-3.6351,209,0
1.3649,209,0
2.3649,209,0
-1.6351,209,0
-2.6351,209,0
3.3649,209,1
2.3649,210,0
1.3649,210,1
-3.6351,210,1
3.3649,210,0
-4.6351,210,0
-0.63515,210,1
-4.6351,210,0
-0.63515,210,1
-1.6351,210,0
-0.63515,210,1
4.3649,210,1
-2.6351,210,1
-3.6351,210,0
